Nome,Categoria,Bio
Phil Baker,MASSONE,È un **Massone**. Precisamente: **Comico e intrattenitore radiofonico americano.**
Samuel Aaron Baker,MASSONE,È un **Massone**. Precisamente: **36° governatore del Missouri.**
Simmons Jones Baker,MASSONE,È un **Massone**. Precisamente: **Medico, piantatore e legislatore degli Stati Uniti. Gran Maestro della Carolina del Nord.**
Simon Strousse Baker,MASSONE,È un **Massone**. Precisamente: **Sesto presidente del Washington & Jefferson College.**
Walter Ransom Gail Baker,ENTRAMBI,È un **Genio e Massone**. Infatti, oltre a essere un genio per **Ingegnere elettrico americano, fondatore del National Television System Committee (NTSC), standard della televisione a colori**, è anche massone per il seguente motivo: **Inventore fondamentale.**
Mikhail Bakunin,MASSONE,È un **Massone**. Precisamente: **Rivoluzionario russo e influente teorico dell'anarchismo.**
Antonio González de Balcarce,MASSONE,È un **Massone**. Precisamente: **Comandante militare argentino.**
Nicolae Bălcescu,MASSONE,È un **Massone**. Precisamente: **Storico, giornalista e rivoluzionario rumeno del 1848.**
Bernt Balchen,MASSONE,È un **Massone**. Precisamente: **Pioniere dell'aviazione polare norvegese e navigatore.**
H. C. Baldridge,MASSONE,È un **Massone**. Precisamente: **14° governatore dell'Idaho.**
Henry Baldwin,MASSONE,È un **Massone**. Precisamente: **Giudice Associato della Corte Suprema degli Stati Uniti.**
Mark Baldwin,MASSONE,È un **Massone**. Precisamente: **Lanciatore nella Major League Baseball.**
Harold Ballard,MASSONE,È un **Massone**. Precisamente: **Proprietario della squadra di hockey su ghiaccio dei Toronto Maple Leafs.**
Hosea Ballou,MASSONE,È un **Massone**. Precisamente: **Ecclesiastico Universalista americano e scrittore teologico.**
Robert C. Baltzell,MASSONE,È un **Massone**. Precisamente: **Giudice federale degli Stati Uniti.**
Charles-Louis Balzac,ENTRAMBI,È un **Genio e Massone**. Infatti, oltre a essere un genio per **Architetto francese di spicco e poeta**, è anche massone per il seguente motivo: **Architetto di fama.**
Fred B. Balzar,MASSONE,È un **Massone**. Precisamente: **15° governatore del Nevada.**
Simon Bamberger,MASSONE,È un **Massone**. Precisamente: **Quarto governatore dello Utah.**
Roger Bambuck,MASSONE,È un **Massone**. Precisamente: **Velocista olimpico e politico francese.**
Augustus Bampfylde,MASSONE,È un **Massone**. Precisamente: **2° Barone Poltimore, politico britannico.**
Harry Hill Bandholtz,MASSONE,È un **Massone**. Precisamente: **Generale Maggiore dell'Esercito degli Stati Uniti durante la Prima Guerra Mondiale.**
John H. Bankhead,MASSONE,È un **Massone**. Precisamente: **Senatore degli Stati Uniti per l'Alabama e ufficiale Confederato.**
Joseph Banks,ENTRAMBI,È un **Genio e Massone**. Infatti, oltre a essere un genio per **Botanico e naturalista inglese, noto per il suo patrocinio delle scienze naturali e per aver viaggiato con James Cook**, è anche massone per il seguente motivo: **Presidente della Royal Society.**
Nathaniel P. Banks,MASSONE,È un **Massone**. Precisamente: **24° governatore del Massachusetts, Speaker della Camera dei Rappresentanti degli Stati Uniti e Generale dell'Unione.**
William V. Banks,MASSONE,È un **Massone**. Precisamente: **Fondatore della prima stazione televisiva gestita da afroamericani negli Stati Uniti.**
Parke M. Banta,MASSONE,È un **Massone**. Precisamente: **Congressman per il Missouri.**
Leedham Bantock,MASSONE,È un **Massone**. Precisamente: **Attore, drammaturgo e regista cinematografico.**
Orion M. Barber,MASSONE,È un **Massone**. Precisamente: **Politico dello stato del Vermont e giudice federale.**
Clarence Barbour,MASSONE,È un **Massone**. Precisamente: **Ecclesiastico Battista ed educatore, presidente della Brown University.**
James Barbour,MASSONE,È un **Massone**. Precisamente: **18° governatore della Virginia, Senatore degli Stati Uniti e Segretario alla Guerra degli Stati Uniti.**
McClelland Barclay,ENTRAMBI,È un **Genio e Massone**. Infatti, oltre a essere un genio per **Pittore e illustratore americano, noto per le pin-up art e i manifesti di propaganda bellica**, è anche massone per il seguente motivo: **Illustratore di successo.**
Malcolm Barclay-Harvey,MASSONE,È un **Massone**. Precisamente: **Politico britannico e amministratore coloniale.**
Guy K. Bard,MASSONE,È un **Massone**. Precisamente: **Giudice federale degli Stati Uniti.**
Samuel Bard,MASSONE,È un **Massone**. Precisamente: **Medico americano, fondatore della prima scuola di medicina di New York.**
Thomas R. Bard,MASSONE,È un **Massone**. Precisamente: **Senatore degli Stati Uniti per la California.**
Graham Arthur Barden,MASSONE,È un **Massone**. Precisamente: **Congressman per la Carolina del Nord.**
Clinton L. Bardo,MASSONE,È un **Massone**. Precisamente: **Industriale americano, presidente della New York Shipbuilding Corporation.**
Evelyn Baring,MASSONE,È un **Massone**. Precisamente: **1° Barone Howick di Glendale, amministratore coloniale britannico.**
John Baring,MASSONE,È un **Massone**. Precisamente: **7° Barone Ashburton, banchiere mercantile britannico.**
Walter S. Baring Jr.,MASSONE,È un **Massone**. Precisamente: **Congressman per il Nevada.**
William J. Barker,MASSONE,È un **Massone**. Precisamente: **Giudice federale degli Stati Uniti.**
Elmer E. Barlow,MASSONE,È un **Massone**. Precisamente: **Giurista americano del Wisconsin.**
Joel Barlow,ENTRAMBI,È un **Genio e Massone**. Infatti, oltre a essere un genio per **Poeta, diplomatico e politico americano, figura letteraria di rilievo dell'epoca**, è anche massone per il seguente motivo: **Autore di spicco.**
Francis Stillman Barnard,MASSONE,È un **Massone**. Precisamente: **Politico canadese e Luogotenente Governatore della Columbia Britannica.**
Isaac D. Barnard,MASSONE,È un **Massone**. Precisamente: **Senatore degli Stati Uniti per la Pennsylvania.**
Thomas John Barnardo,MASSONE,È un **Massone**. Precisamente: **Filantropo britannico, fondatore degli orfanotrofi Barnardo's.**
Cassius McDonald Barnes,MASSONE,È un **Massone**. Precisamente: **Soldato, avvocato e quarto governatore del Territorio dell'Oklahoma.**
Henry Barnes,MASSONE,È un **Massone**. Precisamente: **2° Barone Gorell, soldato britannico.**
James M. Barnes,MASSONE,È un **Massone**. Precisamente: **Congressman per l'Illinois.**
Will C. Barnes,MASSONE,È un **Massone**. Precisamente: **Autore, allevatore e legislatore americano. Ricevette la Medal of Honor.**
Joshua Barney,MASSONE,È un **Massone**. Precisamente: **Ufficiale navale americano.**
Maurice Victor Barnhill,MASSONE,È un **Massone**. Precisamente: **Chief Justice della Corte Suprema della Carolina del Nord.**
Simion Bărnuţiu,MASSONE,È un **Massone**. Precisamente: **Filosofo e politico rumeno.**
Henry A. Barnum,MASSONE,È un **Massone**. Precisamente: **Ufficiale dell'Unione, ricevette la Medal of Honor.**
William Henry Barnum,MASSONE,È un **Massone**. Precisamente: **Senatore degli Stati Uniti per il Connecticut.**
Diego Martínez Barrio,MASSONE,È un **Massone**. Precisamente: **Primo Ministro della Spagna e fondatore dell'Unione Repubblicana.**
Samuel Barrett,MASSONE,È un **Massone**. Precisamente: **Antropologo e linguista americano.**
Lewis O. Barrows,MASSONE,È un **Massone**. Precisamente: **57° governatore del Maine.**
John Barry,MASSONE,È un **Massone**. Precisamente: **Ufficiale navale, "Padre della Marina americana".**
William T. Barry,MASSONE,È un **Massone**. Precisamente: **U.S. Postmaster General, Senatore degli Stati Uniti.**
John L. Barstow,MASSONE,È un **Massone**. Precisamente: **39° governatore del Vermont.**
Bobby Barth,MASSONE,È un **Massone**. Precisamente: **Cantante, compositore, produttore discografico e chitarrista americano.**
Frédéric Auguste Bartholdi,ENTRAMBI,È un **Genio e Massone**. Infatti, oltre a essere un genio per **Scultore francese, noto soprattutto per aver progettato la Statua della Libertà a New York**, è anche massone per il seguente motivo: **Artista di fama mondiale.**
Harold Roe Bartle,MASSONE,È un **Massone**. Precisamente: **Uomo d'affari, filantropo, e sindaco di Kansas City, Missouri.**
John H. Bartlett,MASSONE,È un **Massone**. Precisamente: **57° governatore del New Hampshire.**
Josiah Bartlett,MASSONE,È un **Massone**. Precisamente: **Medico e statista americano, firmatario della Dichiarazione di Indipendenza.**
Robert Bartlett,MASSONE,È un **Massone**. Precisamente: **Navigatore ed esploratore artico canadese.**
Francesco Bartolozzi,ENTRAMBI,È un **Genio e Massone**. Infatti, oltre a essere un genio per **Incisore italiano, le sue opere sono considerate capolavori del Neoclassicismo**, è anche massone per il seguente motivo: **Il frontespizio dell'edizione 1784 del Book of Constitutions è una sua incisione.**
Edmund Barton,MASSONE,È un **Massone**. Precisamente: **Primo Primo Ministro del Commonwealth dell'Australia.**
William Barton,MASSONE,È un **Massone**. Precisamente: **Ufficiale dell'Esercito Continentale.**
William "Count" Basie,ENTRAMBI,È un **Genio e Massone**. Infatti, oltre a essere un genio per **Pianista, compositore e bandleader jazz, figura fondamentale dello swing**, è anche massone per il seguente motivo: **Membro della Wisdom Lodge No. 102 (Prince Hall).**
Charles Baskerville,MASSONE,È un **Massone**. Precisamente: **Chimico americano.**
Edward Bass,MASSONE,È un **Massone**. Precisamente: **Primo vescovo episcopale americano della diocesi del Massachusetts.**
Perkins Bass,MASSONE,È un **Massone**. Precisamente: **Congressman per il New Hampshire.**
Francis Basset,MASSONE,È un **Massone**. Precisamente: **1° Barone de Dunstanville, politico inglese.**
Richard Napoleon Batchelder,MASSONE,È un **Massone**. Precisamente: **18° Quartermaster General dell'Esercito degli Stati Uniti. Ricevette la Medal of Honor.**
William B. Bate,MASSONE,È un **Massone**. Precisamente: **Governatore del Tennessee e Senatore degli Stati Uniti.**
Edward Bates,MASSONE,È un **Massone**. Precisamente: **Avvocato e statista, Procuratore Generale degli Stati Uniti sotto Lincoln.**
Frederick Bates,MASSONE,È un **Massone**. Precisamente: **Governatore del Missouri.**
Isaac C. Bates,MASSONE,È un **Massone**. Precisamente: **Politico americano del Massachusetts.**
John L. Bates,MASSONE,È un **Massone**. Precisamente: **41° governatore del Massachusetts.**
Joe B. Bates,MASSONE,È un **Massone**. Precisamente: **Congressman per il Kentucky.**
Thomas Bates,MASSONE,È un **Massone**. Precisamente: **Chirurgo britannico.**
Thomas Bath,MASSONE,È un **Massone**. Precisamente: **Politico australiano.**
Charles Bathurst,MASSONE,È un **Massone**. Precisamente: **Governatore-Generale della Nuova Zelanda.**
William Battine,MASSONE,È un **Massone**. Precisamente: **Poeta inglese.**
John S. Battle,MASSONE,È un **Massone**. Precisamente: **56° governatore della Virginia.**
Laurie C. Battle,MASSONE,È un **Massone**. Precisamente: **Congressman per l'Alabama.**
Warner Baxter,MASSONE,È un **Massone**. Precisamente: **Attore cinematografico americano, vinse l'Academy Award.**
Birch Bayh,MASSONE,È un **Massone**. Precisamente: **Senatore degli Stati Uniti per l'Indiana.**
Francis Baylies,MASSONE,È un **Massone**. Precisamente: **Congressman per il Massachusetts.**
William Wither Bramston Beach,MASSONE,È un **Massone**. Precisamente: **Politico e imprenditore ferroviario britannico.**
Sir Michael Hicks Beach,MASSONE,È un **Massone**. Precisamente: **8° Baronetto, politico britannico.**
Michael Hicks Beach,MASSONE,È un **Massone**. Precisamente: **1° Conte St Aldwyn, politico britannico e Cancelliere dello Scacchiere.**
Jeremy Beadle,MASSONE,È un **Massone**. Precisamente: **Presentatore televisivo, radiofonico e scrittore inglese.**
George Lafayette Beal,MASSONE,È un **Massone**. Precisamente: **Politico americano del Maine.**
John Beale,MASSONE,È un **Massone**. Precisamente: **Giardiniere e scrittore inglese.**
John V. Beamer,MASSONE,È un **Massone**. Precisamente: **Congressman per l'Indiana.**
Henry J. Bean,MASSONE,È un **Massone**. Precisamente: **Politico e giudice americano nell'Oregon.**
Daniel Carter Beard,MASSONE,È un **Massone**. Precisamente: **Fondatore dei Boy Scouts of America.**
William S. Beardsley,MASSONE,È un **Massone**. Precisamente: **31° governatore dell'Iowa.**
John Beatty,MASSONE,È un **Massone**. Precisamente: **Medico e statista americano. Generale dell'Esercito Continentale.**
Charles Beauclerk,MASSONE,È un **Massone**. Precisamente: **1° Duca di St Albans, figlio illegittimo di Re Carlo II.**
Henry Somerset,MASSONE,È un **Massone**. Precisamente: **5° Duca di Beaufort, Gran Maestro della Gran Loggia d'Inghilterra.**
Honoré Beaugrand,MASSONE,È un **Massone**. Precisamente: **Politico, giornalista e sindaco di Montreal.**
Eugène de Beauharnais,MASSONE,È un **Massone**. Precisamente: **Viceré d'Italia sotto Napoleone.**
Charles Geneviève Louis Auguste André Timothée d'Éon de Beaumont,MASSONE,È un **Massone**. Precisamente: **Soldato, diplomatico e spia francese.**
Campbell E. Beaumont,MASSONE,È un **Massone**. Precisamente: **Giudice federale degli Stati Uniti.**
Jean-Baptiste-Jacques Élie de Beaumont,MASSONE,È un **Massone**. Precisamente: **Avvocato francese.**
Tim Beaumont,MASSONE,È un **Massone**. Precisamente: **Politico britannico.**
William Beaumont,ENTRAMBI,È un **Genio e Massone**. Infatti, oltre a essere un genio per **Chirurgo dell'Esercito degli Stati Uniti, noto come il "Padre della Fisiologia Gastrica" per i suoi studi sulla digestione umana**, è anche massone per il seguente motivo: **Scienziato di fama.**
P. G. T. Beauregard,MASSONE,È un **Massone**. Precisamente: **Ufficiale militare e Generale Confederato.**
Charles Bebb,MASSONE,È un **Massone**. Precisamente: **Architetto britannico-americano che progettò il Campidoglio dello Stato di Washington.**
Stephen David Bechtel Sr.,MASSONE,È un **Massone**. Precisamente: **Fondatore della Bechtel Corporation.**
Theodric Romeyn Beck,MASSONE,È un **Massone**. Precisamente: **Medico americano, autore del primo libro americano significativo sulla medicina forense.**
William Becket,MASSONE,È un **Massone**. Precisamente: **Chirurgo e antiquario inglese.**
Rudolph Zacharias Becker,MASSONE,È un **Massone**. Precisamente: **Educatore e autore tedesco.**
J. C. W. Beckham,MASSONE,È un **Massone**. Precisamente: **35° governatore del Kentucky.**
John J. Beckley,MASSONE,È un **Massone**. Precisamente: **Primo Bibliotecario del Congresso e primo Cancelliere della Camera dei Rappresentanti degli Stati Uniti.**
Johann Beckmann,ENTRAMBI,È un **Genio e Massone**. Infatti, oltre a essere un genio per **Autore scientifico tedesco e coniatore del termine "tecnologia" per significare la scienza dei mestieri**, è anche massone per il seguente motivo: **Filosofo e scienziato.**
Thomas Taylour,MASSONE,È un **Massone**. Precisamente: **Conte di Bective, Gran Sovrano della Croce Rossa di Costantino.**
Gunning Bedford Jr.,MASSONE,È un **Massone**. Precisamente: **Firmatario della Costituzione degli Stati Uniti e primo Gran Maestro del Delaware.**
William Kirkpatrick Riland Bedford,MASSONE,È un **Massone**. Precisamente: **Ecclesiastico e antiquario britannico.**
